KO,EC,RXN
K01588,5.4.99.18,R07405;R07405  5-carboxyamino-1-(5-phospho-D-ribosyl)imidazole carboxymutase
K01589,6.3.4.18,R07404;R07404  5-amino-1-(5-phospho-D-ribosyl)imidazole:carbon-dioxide ligase (ADP-forming)
K01591,4.1.1.23,R00965;R00965  orotidine-5'-phosphate carboxy-lyase (UMP-forming)
K01595,4.1.1.31,R00345;R00345  phosphate:oxaloacetate carboxy-lyase (adding phosphate;phosphoenolpyruvate-forming)
K01596,4.1.1.32, phosphoenolpyruvate-forming);R00431;R00431  GTP:oxaloacetate carboxy-lyase (adding GTP;R00726;R00726  ITP:oxaloacetate carboxy-lyase (adding ITP;phosphoenolpyruvate-forming)
K01599,4.1.1.37,R03197;R03197  uroporphyrinogen-III carboxy-lyase;R04972;R04972  uroporphyrinogen I carboxy-lyase
K01601,4.1.1.39," D-ribulose-1,5-bisphosphate-forming);R00024;R00024  3-phospho-D-glycerate carboxy-lyase (dimerizing;R03140;R03140  D-ribulose 1,5-bisphosphate oxygenase"
K01604,7.2.4.3,
K01607,4.1.1.44,R03470;R03470  4-carboxymuconolactone carboxy-lyase
K01609,4.1.1.48,R03508;R03508  1-(2-carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate carboxy-lyase(cyclizing)
K01610,4.1.1.49,R00341;R00341  ATP:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming)
K01611,4.1.1.50,R00178;R00178  S-adenosyl-L-methionine carboxy-lyase [S-adenosyl 3-(methylsulfanyl)propylamine-forming]
K01612,4.1.1.61,R01238;R01238  4-hydroxybenzoate carboxy-lyase (phenol-forming)
K01613,4.1.1.65,R02055;R02055  phsophatidyl-L-serine carboxy-lyase
K01616,1.2.4.2;2.2.1.5;2.3.1.61;4.1.1.71,"R00474;R00474  2-oxoglutarate:glyoxylate succinaldehydetransferase (decarboxylating);R00621;R01700;R01700  2-oxoglutarate:[dihydrolipoyllysine-residue succinyltransferase]-lipoyllysine 2-oxidoreductase (decarboxylating, acceptor-succinylating);R02570;R02570  succinyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-succinyltransferase;R03316;R08549;R08549  2-oxoglutarate:NAD+ 2-oxidoreductase (CoA-succinylating)"
K01619,4.1.2.4,R01066;R01066  2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase (D-glyceraldehyde-3-phosphate-forming)
K01620,4.1.2.48,R00751;R00751  L-threonine acetaldehyde-lyase (glycine-forming);R06171;R06171  L-allo-threonine acetaldehyde-lyase (glycine-forming)
K01621,4.1.2.22;4.1.2.9, acetyl-phosphate-forming);R00761;R00761  D-fructose-6-phosphate D-erythrose-4-phosphate-lyase (adding phosphate;R01621;R01621  D-xylulose 5-phosphate D-glyceraldehyde-3-phosphate-lyase (adding phosphate
K01624,4.1.2.13,"R01068;R01068  D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming);R01070;R01070  beta-D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming);R01829;R01829  sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase;R02568;R02568  D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase"
K01625,4.1.2.14;4.1.3.42,R00470;R00470  4-hydroxy-2-oxoglutarate glyoxylate-lyase (pyruvate-forming);R05605;R05605  2-dehydro-3-deoxy-6-phospho-D-gluconate D-glyceraldehyde-3-phosphate-lyase (pyruvate-forming)
K01626,2.5.1.54,"R01826;R01826  phosphoenolpyruvate:D-erythrose-4-phosphate C-(1-carboxyvinyl)transferase (phosphate hydrolysing, 2-carboxy-2-oxoethyl-forming)"
K01627,2.5.1.55,"R03254;R03254  phosphoenolpyruvate:D-arabinose-5-phosphate C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming)"
K01628,4.1.2.17,R02262;R02262  L-fuculose-1-phosphate lactaldehyde-lyase;R12696;R12696  D-ribulose 1-phosphate glycolaldehyde-lyase (glycerone-phosphate-forming)
K01630,4.1.2.20,R02754;R02754  5-dehydro-4-deoxy-D-glucarate tartronate-semialdehyde-lyase;R03277
K01631,4.1.2.21,R01064;R01064  2-dehydro-3-deoxy-6-phospho-D-galactonate D-glyceraldehyde-3-phospho-lyase (pyruvate-forming)
K01633,1.13.11.81;4.1.2.25;5.1.99.8,"R03504;R03504  7,8-dihydroneopterin glycolaldehyde-lyase [6-(hydroxymethyl)-7,8-dihydropterin-forming];R11037;R11037  7,8-dihydroneopterin:oxygen oxidoreductase;R11073;R11073  7,8-dihydroneopterin 2'-epimerase"
K01635,4.1.2.40,"R01069;R01069  D-tagatose 1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)"
K01637,4.1.3.1;4.1.3.30,"R00409;R00409  (2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase (succinate-forming);R00479;R00479  isocitrate glyoxylate-lyase (succinate-forming)"
K01638,2.3.3.9,"R00472;R00472  acetyl-CoA:glyoxylate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)"
K01639,4.1.3.3,R01811;R01811  N-acetylneuraminate pyruvate-lyase (N-acetyl-D-mannosamine-forming);R12768;R12768  aceneuramate pyruvate-lyase (N-acetyl-D-mannosamine-forming)
K01640,4.1.3.4,R01360;R01360  (S)-3-hydroxy-3-methylglutaryl-CoA acetoacetate-lyase (acetyl-CoA-forming);R08090;R08090  3-hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA acetate-lyase (7-methyl-3-oxooct-6-enoyl-CoA-forming)
K01641,2.3.3.10,"R01978;R01978  acetyl-CoA:acetoacetyl-CoA C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)"
K01643,2.8.3.10,R00362;R00362  citrate oxaloacetate-lyase (forming acetate from the pro-S carboxymethyl group of citrate)
K01644,4.1.3.34,R00362;R00362  citrate oxaloacetate-lyase (forming acetate from the pro-S carboxymethyl group of citrate)
K01647,2.3.3.1,R00351;R00351  acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing)
K01649,2.3.3.13,"R01213;R01213  acetyl-CoA:3-methyl-2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)"
K01652,2.2.1.6,R00006;R00006  pyruvate:pyruvate acetaldehydetransferase (decarboxylating);R00014;R00014  pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating);R00226;R00226  pyruvate:pyruvate acetaldehydetransferase (decarboxylating);R03050;R03050  2-acetolactate pyruvate-lyase (carboxylating);R04672;R04672  (S)-2-acetolactate pyruvate-lyase (carboxylating);R04673;R04673  (S)-2-aceto-2-hydroxybutanoate pyruvate-lyase (carboxylating);R08648;R08648  pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating)
K01653,2.2.1.6,R00006;R00006  pyruvate:pyruvate acetaldehydetransferase (decarboxylating);R00014;R00014  pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating);R00226;R00226  pyruvate:pyruvate acetaldehydetransferase (decarboxylating);R03050;R03050  2-acetolactate pyruvate-lyase (carboxylating);R04672;R04672  (S)-2-acetolactate pyruvate-lyase (carboxylating);R04673;R04673  (S)-2-aceto-2-hydroxybutanoate pyruvate-lyase (carboxylating);R08648;R08648  pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating)
K01657,4.1.3.27, anthranilate-forming);R00985;R00985  chorismate pyruvate-lyase (amino-accepting;R00986;R00986  chorismate pyruvate-lyase (amino-accepting)
K01658,4.1.3.27, anthranilate-forming);R00985;R00985  chorismate pyruvate-lyase (amino-accepting;R00986;R00986  chorismate pyruvate-lyase (amino-accepting)
K01659,2.3.3.5,"R00351;R00351  acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing);R00931;R00931  propanoyl-CoA:oxaloacetate C-propanoyltransferase (thioester-hydrolysing, 1-carboxyethyl-forming)"
K01661,4.1.3.36,R07263;R07263  4-(2-carboxyphenyl)-4-oxobutanoyl-CoA dehydratase (cyclizing)
K01662,2.2.1.7,R05636;R05636  1-deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating)
K01664,2.6.1.85,R01716;R01716  chorismate:L-glutamine aminotransferase
K01665,2.6.1.85,R01716;R01716  chorismate:L-glutamine aminotransferase
K01666,4.1.3.39,R00750;R00750  4-hydroxy-2-oxopentanoate pyruvate-lyase (acetaldehyde-forming)
K01667,4.1.99.1, pyruvate-forming);R00673;R00673  L-tryptophan indole-lyase (deaminating
K01668,4.1.99.2, pyruvate-forming);R00728;R00728  L-tyrosine phenol-lyase (deaminating
K01669,4.1.99.3,
K01673,4.2.1.1,R00132;R00132  carbonate hydro-lyase (carbon-dioxide-forming);R10092;R10092  carbonate hydro-lyase (carbon-dioxide-forming)
K01674,4.2.1.1,R00132;R00132  carbonate hydro-lyase (carbon-dioxide-forming);R10092;R10092  carbonate hydro-lyase (carbon-dioxide-forming)
K01676,4.2.1.2,R01082;R01082  (S)-malate hydro-lyase (fumarate-forming)
K01679,4.2.1.2,R01082;R01082  (S)-malate hydro-lyase (fumarate-forming)
K01682,4.2.1.3;4.2.1.99,"R01324;R01324  citrate hydroxymutase;R01325;R01325  citrate hydro-lyase (cis-aconitate-forming);R01900;R01900  isocitrate hydro-lyase (cis-aconitate-forming);R04425;R04425  (2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate hydro-lyase"
K01684,4.2.1.6,R03033;R03033  D-galactonate hydro-lyase
K01685,4.2.1.7,R01540;R01540  D-altronate hydro-lyase (2-dehydro-3-deoxy-D-gluconate-forming)
K01686,4.2.1.8,R05606;R05606  D-mannonate hydro-lyase
K01687,4.2.1.9,"R01209;R01209  2,3-dihydroxy-3-methylbutanoate hydro-lyase;R04441;R04441  (R)-2,3-dihydroxy-3-methylbutanoate hydro-lyase;R05070;R05070  (R)-2,3-dihydroxy-3-methylpentanoate hydro-lyase"
K01689,4.2.1.11,R00658;R00658  2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming)
K01690,4.2.1.12,R02036;R02036  6-phospho-D-gluconate hydro-lyase (2-dehydro-3-deoxy-6-phospho-D-gluconate-forming)
K01692,4.2.1.17,"R03026;R03026  (S)-3-hydroxybutanoyl-CoA hydro-lyase;R03045;R03045  3-hydroxypropionyl-CoA hydro-lyase;R04137;R04137  3-hydroxyisovaleryl-CoA hydro-lyase;R04170;R04170  (S)-3-hydroxydodecanoyl-CoA hydro-lyase;R04204;R04204  (2S,3S)-3-hydroxy-2-methylbutanoyl-CoA hydro-liase;R04224;R04224  (S)-3-hydroxyisobutyryl-CoA hydro-lyase;R04738;R04738  (S)-3-hydroxyhexadecanoyl-CoA hydro-lyase;R04740;R04740  (S)-3-hydroxytetradecanoyl-CoA hydro-lyase;R04744;R04744  (S)-hydroxydecanoyl-CoA hydro-lyase;R04746;R04746  (S)-hydroxyoctanoyl-CoA hydro-lyase;R04749;R04749  (S)-hydroxyhexanoyl-CoA hydro-lyase;R05595;R06411;R06411  3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA hydro-lyase;R06412;R06412  trans-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase;R06942;R06942  (3S)-3-hydroxyacyl-CoA hydro-lyase;R08093;R08093  3-hydroxy-5-methylhex-4-enoyl-CoA hydro-lyase"
K01695,4.2.1.20," L-tryptophan and glyceraldehyde-3-phosphate-forming]; L-tryptophan-forming);R00674;R00674  L-serine hydro-lyase (adding indole;R02340;R02340  (1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase;R02722;R02722  L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate"
K01696,4.2.1.20," L-tryptophan and glyceraldehyde-3-phosphate-forming]; L-tryptophan-forming);R00674;R00674  L-serine hydro-lyase (adding indole;R02340;R02340  (1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase;R02722;R02722  L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate"
K01697,4.2.1.22," L-cystathionine-forming);R00891;R00891  L-serine hydro-lyase (adding hydrogen sulfide, L-cysteine-forming);R01290;R01290  L-serine hydro-lyase (adding homocysteine;R04942;R04942  L-serine hydro-lyase (adding homocysteine)"
K01698,4.2.1.24, porphobilinogen-forming);R00036;R00036  5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing
K01699,4.2.1.28,"R02376;R02376  propane-1,2-diol hydro-lyase"
K01703,4.2.1.33;4.2.1.35,"R03896;R03896  (R)-2-methylmalate hydro-lyase (2-methylmaleate-forming);R03898;R03898  2-methylmaleate hydratase;R03968;R03968  2-isopropylmalate hydro-lyase;R04001;R04001  3-isopropylmalate hydro-lyase;R08620;R08620  2-(2'-methylthio)ethylmalate hydroxymutase;R08624;R08624  2-(3'-methylthio)propylmalate hydroxymutase;R08628;R08628  2-(3'-methylthio)butylmalate hydroxymutase;R08634;R08634  2-(3'-methylthio)pentylmalate hydroxymutase;R08641;R08641  2-(3'-methylthio)hexylmalate hydroxymutase;R08645;R08645  2-(3'-methylthio)heptylmalate hydroxymutase;R10170;R10170  (2R,3S)-3-isopropylmalate hydro-lyase (2-isopropylmaleate-forming)"
K01704,4.2.1.33;4.2.1.35,"R03896;R03896  (R)-2-methylmalate hydro-lyase (2-methylmaleate-forming);R03898;R03898  2-methylmaleate hydratase;R03968;R03968  2-isopropylmalate hydro-lyase;R04001;R04001  3-isopropylmalate hydro-lyase;R10170;R10170  (2R,3S)-3-isopropylmalate hydro-lyase (2-isopropylmaleate-forming)"
K01708,4.2.1.42,R05608;R05608  galactarate hydro-lyase (5-dehydro-4-deoxy-D-glucarate-forming)
K01709,4.2.1.45,"R02426;R02426  CDPglucose 4,6-hydro-lyase"
K01710,4.2.1.46,"R06513;R06513  dTDPglucose 4,6-hydro-lyase"
K01711,4.2.1.47,"R00888;R00888  GDP-alpha-D-mannose 4,6-hydro-lyase (GDP-4-dehydro-alpha-D-rhamnose-forming)"
K01712,4.2.1.49,"R02914;R02914  4,5-dihydro-4-oxo-5-imidazolepropanoate hydro-lyase"
K01713,4.2.1.51;4.2.1.91, L-phenylalanine-forming); phenylpyruvate-forming);R00691;R00691  L-arogenate hydro-lyase (decarboxylating;R01373;R01373  prephenate hydro-lyase (decarboxylating
K01714,4.3.3.7," (2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate-forming];R10147;R10147  L-aspartate-4-semialdehyde hydro-lyase [adding pyruvate and cyclizing"
K01715,4.2.1.17,R03026;R03026  (S)-3-hydroxybutanoyl-CoA hydro-lyase
K01716,4.2.1.59;5.3.3.14,R04428;R04428  (3R)-3-hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase;R04535;R04535  (3R)-3-hydroxydecanoyl-[acyl-carrier-protein] hydro-lyase;R04537;R04537  (3R)-3-hydroxyoctanoyl-[acyl-carrier-protein] hydro-lyase;R04544;R04544  (3R)-3-hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase;R04568;R04568  (3R)-3-hydroxytetradecanoyl-[acyl-carrier-protein] hydro-lyase;R04954;R04954  (3R)-3-hydroxyhexanoyl-[acyl-carrier-protein] hydro-lyase;R04965;R04965  (3R)-3-hydroxydodecanoyl-[acyl-carrier-protein] hydro-lyase;R07639;R07639  decenoyl-[acyl-carrier-protein] Delta2-trans-Delta3-cis-isomerase;R10208;R10208  (3R)-3-hydroxyacyl-[acyl-carrier protein] hydro-lyase (trans-2-enoyl-[acyl-carrier protein]-forming)
K01719,4.2.1.75,R03165;R03165  hydroxymethylbilane hydro-lyase(cyclizing)
K01720,4.2.1.79,"R04424;R04424  (2S,3S)-2-hydroxybutane-1,2,3-tricarboxylate hydro-lyase [(Z)-but-2-ene-1,2,3-tricarboxylate-forming]"
K01725,4.2.1.104,R03546;R03546  carbamate hydro-lyase;R10079;R10079  carbamate hydro-lyase
K01728,4.2.2.2,R02361;R02361  (1->4)-alpha-D-galacturonan reducing-end-disaccharide-lyase;R06240
K01733,4.2.3.1,L-threonine-forming);R01466;R01466  O-phospho-L-homoserine phosphate-lyase (adding water;R05086;R05086  O-phospho-4-hydroxy-L-threonine phospho-lyase (adding water)
K01734,4.2.3.3,R01016;R01016  glycerone-phosphate phosphate-lyase (methylglyoxal-forming)
K01735,4.2.3.4,R03083;R03083  2-dehydro-3-deoxy-D-arabino-heptonate 7-phosphate phosphate-lyase (cyclyzing)
K01736,4.2.3.5,R01714;R01714  5-O-(1-carboxyvinyl)-3-phosphoshikimate phosphate-lyase (chorismate-forming)
K01737,4.1.2.50;4.2.3.12,"R04286;R04286  2-amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate lyase;R09959;R09959  7,8-dihydroneopterin 3'-triphosphate acetaldehyde-lyase (6-carboxy-5,6,7,8-tetrahydropterin and triphosphate-forming)"
K01738,2.5.1.47,"R00897;R00897  O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase;R03601;R03601  O3-acetyl-L-serine acetate-lyase (adding hydrogen sulfide);R04859;R04859  O3-acetyl-L-serine:thiosulfate 2-amino-2-carboxyethyltransferase (reducing, L-cysteine-forming);R07274;R07274  O-phospho-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase"
K01739,2.5.1.48, 2-oxobutanoate-forming);R00999;R00999  O-succinyl-L-homoserine succinate-lyase (deaminating;R01288;R01288  O4-succinyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase;R02026;R02026  O-acetyl-L-homoserine acetate-lyase (L-homocysteine forming);R02508;R03217;R03217  O-acetyl-L-homoserine succinate-lyase (adding cysteine);R03260;R03260  O-succinyl-L-homoserine succinate-lyase (adding cysteine);R04944;R04944  O-phosphorylhomoserine:selenocysteine Se-(3-amino-3-carboxypropyl)transferase;R04945;R04945  O-acetylhomoserine succinate-lyase (adding cysteine);R04946;R04946  O4-succinyl-L-homoserine:L-selenocysteine Se-(3-amino-3-carboxypropyl)transferase
K01740,2.5.1.49,"R00651;R00651  O-acetyl-L-homoserine:methanethiol 3-amino-3-carboxypropyltransferase;R01287;R01287  O-acetyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase;R02026;R02026  O-acetyl-L-homoserine acetate-lyase (L-homocysteine forming);R04859;R04859  O3-acetyl-L-serine:thiosulfate 2-amino-2-carboxyethyltransferase (reducing, L-cysteine-forming)"
K01744,4.3.1.1,R00490;R00490  L-aspartate ammonia-lyase (fumarate-forming)
K01745,4.3.1.3,R01168;R01168  L-histidine ammonia-lyase (urocanate-forming)
K01749,2.5.1.61,R00084;R00084  porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing)
K01750,4.3.1.12, L-proline-forming);R00671;R00671  L-ornithine ammonia-lyase (cyclizing
K01751,4.3.1.15,
K01752,4.3.1.17,R00220;R00220  L-serine ammonia-lyase;R00590;R00590  L-serine hydro-lyase
K01754,4.3.1.19,R00220;R00220  L-serine ammonia-lyase;R00996;R00996  L-threonine ammonia-lyase (2-oxobutanoate-forming)
K01755,4.3.2.1,R01086;R01086  2-(Nomega-L-arginino)succinate arginine-lyase (fumarate-forming)
K01756,4.3.2.2,"R01083;R01083  N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming);R04559;R04559  1-(5'-phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase;R12851;R12851  adenylosuccinate lyase"
K01758,4.4.1.1, 2-oxobutanoate-forming); pyruvate-forming);R00782;R00782  L-cysteine hydrogen-sulfide-lyase (deaminating;R01001;R01001  L-cystathionine cysteine-lyase (deaminating;R02408;R02408  L-cystine thiocysteine-lyase (deaminating;R04770;R04770  selenomethionine methanethiol-lyase (deaminating);R04930;R04930  selenocystathionine lysteine-lyase (deaminating);R09366;R09366  Se-methyl-L-selenocysteine methaneselenol-lyase (deaminating
K01759,4.4.1.5,R02530;R02530  (R)-S-lactoylglutathione methylglyoxal-lyase (isomerizing)
K01760,4.4.1.13, 2-aminoprop-2-enoate-forming); pyruvate-forming);R00782;R00782  L-cysteine hydrogen-sulfide-lyase (deaminating;R01286;R01286  L-cystathionine L-homocysteine-lyase (deaminating;R02408;R02408  L-cystine thiocysteine-lyase (deaminating;R04941;R04941  selenocystathionine L-homocysteine-lyase (deaminating);R12188;R12188  L-cysteine-S-conjugate thiol-lyase (deaminating
K01761,4.4.1.11,2-oxobutanoate-forming);R00654;R00654  L-methionine methanethiol-lyase (deaminating;R04770;R04770  selenomethionine methanethiol-lyase (deaminating)
K01766,,
K01768,4.6.1.1," 3',5'-cyclic-AMP-forming); 3',5'-cyclic-GMP-forming);R00089;R00089  ATP diphosphate-lyase (cyclizing;R00434;R00434  GTP diphosphate-lyase (cyclizing"
K01770,4.6.1.12,R05637;R05637  2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol CMP-lyase (cyclizing)
K01771,4.6.1.13,R03332;R03332  1-phosphatidyl-D-myo-inositol inositolphosphohydrolase
K01775,5.1.1.1,R00401;R00401  alanine racemase
K01776,5.1.1.3,R00260;R00260  glutamate racemase
K01777,5.1.1.4,R01255;R01255  proline racemase
K01778,5.1.1.7,"R02735;R02735  LL-2,6-diaminoheptanedioate 2-epimerase"
K01782,1.1.1.35;4.2.1.17;5.1.2.3,"R01975;R01975  (S)-3-hydroxybutanoyl-CoA:NAD+ oxidoreductase;R03026;R03026  (S)-3-hydroxybutanoyl-CoA hydro-lyase;R03045;R03045  3-hydroxypropionyl-CoA hydro-lyase;R03276;R03276  (S)-3-hydroxybutanoyl-CoA 3-epimerase;R04137;R04137  3-hydroxyisovaleryl-CoA hydro-lyase;R04170;R04170  (S)-3-hydroxydodecanoyl-CoA hydro-lyase;R04203;R04203  (2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase;R04204;R04204  (2S,3S)-3-hydroxy-2-methylbutanoyl-CoA hydro-liase;R04224;R04224  (S)-3-hydroxyisobutyryl-CoA hydro-lyase;R04737;R04737  (S)-3-hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase;R04738;R04738  (S)-3-hydroxyhexadecanoyl-CoA hydro-lyase;R04739;R04739  (S)-3-hydroxytetradecanoyl-CoA:NAD+ oxidoreductase;R04740;R04740  (S)-3-hydroxytetradecanoyl-CoA hydro-lyase;R04741;R04741  (S)-3-hydroxydodecanoyl-CoA:NAD+ oxidoreductase;R04744;R04744  (S)-hydroxydecanoyl-CoA hydro-lyase;R04745;R04745  (S)-hydroxyoctanoyl-CoA:NAD+ oxidoreductase;R04746;R04746  (S)-hydroxyoctanoyl-CoA hydro-lyase;R04748;R04748  (S)-hydroxyhexanoyl-CoA:NAD+ oxidoreductase;R04749;R04749  (S)-hydroxyhexanoyl-CoA hydro-lyase;R05305;R05305  3-hydroxypimeloyl-CoA:NAD+ oxidoreductase;R06411;R06411  3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA hydro-lyase;R06412;R06412  trans-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase;R06941;R06941  (S)-3-hydroxyacyl-CoA:NAD+ oxidoreductase;R06942;R06942  (3S)-3-hydroxyacyl-CoA hydro-lyase;R08093;R08093  3-hydroxy-5-methylhex-4-enoyl-CoA hydro-lyase;R08094;R08094  3-hydroxy-5-methylhex-4-enoyl-CoA:NAD+ oxidoreductase"
K01783,5.1.3.1,R01529;R01529  D-ribulose-5-phosphate 3-epimerase
K01784,5.1.3.2,R00291;R00291  UDP-glucose 4-epimerase;R02984;R02984  dTDPglucose 4-epimerase
K01785,5.1.3.3,R01602;R01602  D-glucose 1-epimerase;R10619;R10619  D-galactose 1-epimerase
K01787,5.1.3.8,R01207;R01207  N-acetyl-D-glucosamine 2-epimerase
K01788,5.1.3.9,R02087;R02087  N-acetyl-D-glucosamine 6-phosphate 2-epimerase
K01790,5.1.3.13,"R06514;R06514  dTDP-4-dehydro-6-deoxy-alpha-D-glucose 3,5-epimerase"
K01791,5.1.3.14,R00420;R00420  UDP-N-acetyl-D-glucosamine 2-epimerase
K01796,5.1.99.4,"R08734;R08734  3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA 25-epimerase;R08739;R08739  3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA 25-epimerase;R13462;R13462  2-methylacyl-CoA 2-epimerase"
K01798,5.1.1.1;6.3.2.10,"R00401;R00401  alanine racemase;R04573;R04573  UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine:alanyl-D-alanine ligase (ADP-forming);R04617;R04617  UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminoheptanedioate:D-alanyl-D-alanine ligase (ADP-forming)"
K01802,5.2.1.8,
K01803,5.3.1.1,R01015;R01015  D-glyceraldehyde-3-phosphate aldose-ketose-isomerase
K01804,5.3.1.4,R01761;R01761  L-arabinose aldose-ketose-isomerase;R12991;R12991  beta-L-arabinopyranose aldose-ketose-isomerase;R13545
