Reaction,role,metabolite
R12214  CADAVERINE:2-OXOGLUTARATE AMINOTRANSFERASE,product,C00025
R07415,substrate,C15699
R07415,substrate,C00001
R07415,substrate,C00007
R07415,product,C15700
R07415,product,C00014
R07415,product,C00027
R07417,substrate,C15700
R07417,substrate,C00003
R07417,substrate,C00001
R07417,product,C15767
R07417,product,C00004
R07417,product,C00080
R07417  4-(GAMMA-L-GLUTAMYLAMINO)BUTANAL:NAD+ OXIDOREDUCTASE,substrate,C15700
R07417  4-(GAMMA-L-GLUTAMYLAMINO)BUTANAL:NAD+ OXIDOREDUCTASE,substrate,C00003
R07417  4-(GAMMA-L-GLUTAMYLAMINO)BUTANAL:NAD+ OXIDOREDUCTASE,substrate,C00001
R07417  4-(GAMMA-L-GLUTAMYLAMINO)BUTANAL:NAD+ OXIDOREDUCTASE,product,C15767
R07417  4-(GAMMA-L-GLUTAMYLAMINO)BUTANAL:NAD+ OXIDOREDUCTASE,product,C00004
R07417  4-(GAMMA-L-GLUTAMYLAMINO)BUTANAL:NAD+ OXIDOREDUCTASE,product,C00080
R07418,substrate,C15700
R07418,substrate,C00006
R07418,substrate,C00001
R07418,product,C15767
R07418,product,C00005
R07418,product,C00080
R07418  4-(GAMMA-L-GLUTAMYLAMINO)BUTANAL:NADP+ OXIDOREDUCTASE,substrate,C15700
R07418  4-(GAMMA-L-GLUTAMYLAMINO)BUTANAL:NADP+ OXIDOREDUCTASE,substrate,C00006
R07418  4-(GAMMA-L-GLUTAMYLAMINO)BUTANAL:NADP+ OXIDOREDUCTASE,substrate,C00001
R07418  4-(GAMMA-L-GLUTAMYLAMINO)BUTANAL:NADP+ OXIDOREDUCTASE,product,C15767
R07418  4-(GAMMA-L-GLUTAMYLAMINO)BUTANAL:NADP+ OXIDOREDUCTASE,product,C00005
R07418  4-(GAMMA-L-GLUTAMYLAMINO)BUTANAL:NADP+ OXIDOREDUCTASE,product,C00080
R03651,substrate,C00002
R03651,substrate,C00025
R03651,substrate,C01640
R03651,product,C00020
R03651,product,C00013
R03651,product,C06112
R03651  L-GLUTAMATE:TRNA(GLN) LIGASE (AMP-FORMING),substrate,C00002
R03651  L-GLUTAMATE:TRNA(GLN) LIGASE (AMP-FORMING),substrate,C00025
R03651  L-GLUTAMATE:TRNA(GLN) LIGASE (AMP-FORMING),substrate,C01640
R03651  L-GLUTAMATE:TRNA(GLN) LIGASE (AMP-FORMING),product,C00020
R03651  L-GLUTAMATE:TRNA(GLN) LIGASE (AMP-FORMING),product,C00013
R03651  L-GLUTAMATE:TRNA(GLN) LIGASE (AMP-FORMING),product,C06112
R02662,substrate,C00630
R02662,substrate,C15973
R02662,product,C00010
R02662,product,C15977
R02662  2-METHYLPROPANOYL-COA:ENZYME N6-(DIHYDROLIPOYL)LYSINE S-(2-METHYLPROPANOYL)TRANSFERASE,substrate,C00630
R02662  2-METHYLPROPANOYL-COA:ENZYME N6-(DIHYDROLIPOYL)LYSINE S-(2-METHYLPROPANOYL)TRANSFERASE,substrate,C15973
R02662  2-METHYLPROPANOYL-COA:ENZYME N6-(DIHYDROLIPOYL)LYSINE S-(2-METHYLPROPANOYL)TRANSFERASE,product,C00010
R02662  2-METHYLPROPANOYL-COA:ENZYME N6-(DIHYDROLIPOYL)LYSINE S-(2-METHYLPROPANOYL)TRANSFERASE,product,C15977
R03174,substrate,C15980
R03174,substrate,C15973
R03174,product,C00010
R03174,product,C15979
R03174  (S)-2-METHYLBUTANOYL-COA:ENZYME N6-(DIHYDROLIPOYL)LYSINE S-(2-METHYLBUTANOYL)TRANSFERASE,substrate,C15980
R03174  (S)-2-METHYLBUTANOYL-COA:ENZYME N6-(DIHYDROLIPOYL)LYSINE S-(2-METHYLBUTANOYL)TRANSFERASE,substrate,C15973
R03174  (S)-2-METHYLBUTANOYL-COA:ENZYME N6-(DIHYDROLIPOYL)LYSINE S-(2-METHYLBUTANOYL)TRANSFERASE,product,C00010
R03174  (S)-2-METHYLBUTANOYL-COA:ENZYME N6-(DIHYDROLIPOYL)LYSINE S-(2-METHYLBUTANOYL)TRANSFERASE,product,C15979
R04097,substrate,C02939
R04097,substrate,C15973
R04097,product,C00010
R04097,product,C15975
R04097  3-METHYLBUTANOYL-COA:ENZYME N6-(DIHYDROLIPOYL)LYSINE S-(3-METHYLBUTANOYL)TRANSFERASE,substrate,C02939
R04097  3-METHYLBUTANOYL-COA:ENZYME N6-(DIHYDROLIPOYL)LYSINE S-(3-METHYLBUTANOYL)TRANSFERASE,substrate,C15973
R04097  3-METHYLBUTANOYL-COA:ENZYME N6-(DIHYDROLIPOYL)LYSINE S-(3-METHYLBUTANOYL)TRANSFERASE,product,C00010
R04097  3-METHYLBUTANOYL-COA:ENZYME N6-(DIHYDROLIPOYL)LYSINE S-(3-METHYLBUTANOYL)TRANSFERASE,product,C15975
R10998,substrate,C00100
R10998,substrate,C15973
R10998,product,C00010
R10998,product,C21018
R10998  PROPANOYL-COA:ENZYME N6-(DIHYDROLIPOYL)LYSINE S-PROPANOYLTRANSFERASE,substrate,C00100
R10998  PROPANOYL-COA:ENZYME N6-(DIHYDROLIPOYL)LYSINE S-PROPANOYLTRANSFERASE,substrate,C15973
R10998  PROPANOYL-COA:ENZYME N6-(DIHYDROLIPOYL)LYSINE S-PROPANOYLTRANSFERASE,product,C00010
R10998  PROPANOYL-COA:ENZYME N6-(DIHYDROLIPOYL)LYSINE S-PROPANOYLTRANSFERASE,product,C21018
R03647,substrate,C00002
R03647,substrate,C00049
R03647,substrate,C01637
R03647,product,C00020
R03647,product,C00013
R03647,product,C06113
R03647  L-ASPARTATE:TRNAASP LIGASE (AMP-FORMING),substrate,C00002
R03647  L-ASPARTATE:TRNAASP LIGASE (AMP-FORMING),substrate,C00049
R03647  L-ASPARTATE:TRNAASP LIGASE (AMP-FORMING),substrate,C01637
R03647  L-ASPARTATE:TRNAASP LIGASE (AMP-FORMING),product,C00020
R03647  L-ASPARTATE:TRNAASP LIGASE (AMP-FORMING),product,C00013
R03647  L-ASPARTATE:TRNAASP LIGASE (AMP-FORMING),product,C06113
R12806,substrate,n C00513
R12806,substrate,C21464
R12806,product,n C00055
R12806,product,C22411
"R12806  CDP-GLYCEROL:4-O-[(2R)-1-GLYCEROPHOSPHO]-N-ACETYL-BETA-D-MANNOSAMINYL-(1->4)-N-ACETYL-ALPHA-D-GLUCOSAMINYL-DIPHOSPHO-DITRANS,OCTACIS-UNDECAPRENOL GLYCEROPHOSPHOTRANSFERASE",substrate,n C00513
"R12806  CDP-GLYCEROL:4-O-[(2R)-1-GLYCEROPHOSPHO]-N-ACETYL-BETA-D-MANNOSAMINYL-(1->4)-N-ACETYL-ALPHA-D-GLUCOSAMINYL-DIPHOSPHO-DITRANS,OCTACIS-UNDECAPRENOL GLYCEROPHOSPHOTRANSFERASE",substrate,C21464
"R12806  CDP-GLYCEROL:4-O-[(2R)-1-GLYCEROPHOSPHO]-N-ACETYL-BETA-D-MANNOSAMINYL-(1->4)-N-ACETYL-ALPHA-D-GLUCOSAMINYL-DIPHOSPHO-DITRANS,OCTACIS-UNDECAPRENOL GLYCEROPHOSPHOTRANSFERASE",product,n C00055
"R12806  CDP-GLYCEROL:4-O-[(2R)-1-GLYCEROPHOSPHO]-N-ACETYL-BETA-D-MANNOSAMINYL-(1->4)-N-ACETYL-ALPHA-D-GLUCOSAMINYL-DIPHOSPHO-DITRANS,OCTACIS-UNDECAPRENOL GLYCEROPHOSPHOTRANSFERASE",product,C22411
R12861,substrate,n C00513
R12861,substrate,G13165
R12861,product,n C00055
R12861,product,G13166
R01457,substrate,C00187
R01457,substrate,C00006
R01457,product,C01802
R01457,product,C00080
R01457,product,C00005
R01457  CHOLESTEROL:NADP+ DELTA24-OXIDOREDUCTASE,substrate,C00187
R01457  CHOLESTEROL:NADP+ DELTA24-OXIDOREDUCTASE,substrate,C00006
R01457  CHOLESTEROL:NADP+ DELTA24-OXIDOREDUCTASE,product,C01802
R01457  CHOLESTEROL:NADP+ DELTA24-OXIDOREDUCTASE,product,C00080
R01457  CHOLESTEROL:NADP+ DELTA24-OXIDOREDUCTASE,product,C00005
R03689,substrate,C01724
R03689,substrate,C00005
R03689,substrate,C00080
R03689,product,C05109
R03689,product,C00006
R03689  LANOSTEROL DELTA24-REDUCTASE,substrate,C01724
R03689  LANOSTEROL DELTA24-REDUCTASE,substrate,C00005
R03689  LANOSTEROL DELTA24-REDUCTASE,substrate,C00080
R03689  LANOSTEROL DELTA24-REDUCTASE,product,C05109
R03689  LANOSTEROL DELTA24-REDUCTASE,product,C00006
R05703,substrate,C01189
R05703,substrate,C00006
R05703,product,C05439
R05703,product,C00005
R05703,product,C00080
R05703  LANOSTEROL D24-REDUCTASE,substrate,C01189
R05703  LANOSTEROL D24-REDUCTASE,substrate,C00006
R05703  LANOSTEROL D24-REDUCTASE,product,C05439
R05703  LANOSTEROL D24-REDUCTASE,product,C00005
R05703  LANOSTEROL D24-REDUCTASE,product,C00080
R07488,substrate,C08821
R07488,substrate,C00005
R07488,substrate,C00080
R07488,product,C01753
R07488,product,C00006
R07493,substrate,C15781
R07493,substrate,C00005
R07493,substrate,C00080
R07493,product,C01789
R07493,product,C00006
R07498,substrate,C05437
R07498,substrate,C00005
R07498,substrate,C00080
R07498,product,C03845
R07498,product,C00006
R07499,substrate,C05108
R07499,substrate,C00005
R07499,substrate,C00080
R07499,product,C15915
R07499,product,C00006
R07507,substrate,C05107
R07507,substrate,C00005
R07507,substrate,C00080
R07507,product,C01164
R07507,product,C00006
R11096,substrate,C15781
R11096,substrate,C00005
R11096,substrate,C00080
R11096,product,C21106
R11096,product,C00006
R07512,substrate,C15858
R07512,product,C05432
"R07512  7,9,7',9'-TETRACIS-LYCOPENE CIS-TRANS-ISOMERASE",substrate,C15858
"R07512  7,9,7',9'-TETRACIS-LYCOPENE CIS-TRANS-ISOMERASE",product,C05432
R07541,substrate,C05435
R07541,substrate,C00028
R07541,product,C15908
R07541,product,C00030
R07560,substrate,C02094
R07560,substrate,C00028
R07560,product,C15943
R07560,product,C00030
R07857,substrate,C02094
R07857,substrate,C00028
R07857,product,C16340
R07857,product,C00030
R07858,substrate,C16340
R07858,substrate,C00028
R07858,product,C15943
R07858,product,C00030
R00158,substrate,C00002
R00158,substrate,C00105
R00158,product,C00008
R00158,product,C00015
R00158  ATP:UMP PHOSPHOTRANSFERASE,substrate,C00002
R00158  ATP:UMP PHOSPHOTRANSFERASE,substrate,C00105
R00158  ATP:UMP PHOSPHOTRANSFERASE,product,C00008
R00158  ATP:UMP PHOSPHOTRANSFERASE,product,C00015
R12196,substrate,C06026
R12196,substrate,C00001
R12196,product,C21992
R12196,product,C22000
R12196  KDO2-LIPID-A ACYLOXYACYLHYDROLASE,substrate,C06026
R12196  KDO2-LIPID-A ACYLOXYACYLHYDROLASE,substrate,C00001
R12196  KDO2-LIPID-A ACYLOXYACYLHYDROLASE,product,C21992
R12196  KDO2-LIPID-A ACYLOXYACYLHYDROLASE,product,C22000
R12204,substrate,C21997
R12204,substrate,C00001
R12204,product,C21998
R12204,product,C22026
R12204  4'-DEPHOSPHORYLATED-1-PETN-KDO-LIPID-A ACYLOXYACYLHYDROLASE,substrate,C21997
R12204  4'-DEPHOSPHORYLATED-1-PETN-KDO-LIPID-A ACYLOXYACYLHYDROLASE,substrate,C00001
R12204  4'-DEPHOSPHORYLATED-1-PETN-KDO-LIPID-A ACYLOXYACYLHYDROLASE,product,C21998
R12204  4'-DEPHOSPHORYLATED-1-PETN-KDO-LIPID-A ACYLOXYACYLHYDROLASE,product,C22026
R01898,substrate,C00310
R01898,product,C00476
R01898  D-LYXOSE ALDOSE-KETOSE-ISOMERASE,substrate,C00310
R01898  D-LYXOSE ALDOSE-KETOSE-ISOMERASE,product,C00476
R07658,substrate,C00167
R07658,substrate,C00003
R07658,product,C16155
R07658,product,C00011
R07658,product,C00004
R07658,product,C00080
R07660,substrate,C00234
R07660,substrate,C16153
R07660,product,C00101
R07660,product,C16154
R07661,substrate,C16154
R07661,substrate,C17556
R07661,product,C16156
R07661,product,C00015
R07661  UDP-4-DEOXY-4-FORMAMIDO-L-ARABINOSE:UNDECAPRENYL-PHOSPHATE 4-DEOXY-4-FORMAMIDO-L-ARABINOSYLTRANSFERASE,substrate,C16154
R07661  UDP-4-DEOXY-4-FORMAMIDO-L-ARABINOSE:UNDECAPRENYL-PHOSPHATE 4-DEOXY-4-FORMAMIDO-L-ARABINOSYLTRANSFERASE,substrate,C17556
R07661  UDP-4-DEOXY-4-FORMAMIDO-L-ARABINOSE:UNDECAPRENYL-PHOSPHATE 4-DEOXY-4-FORMAMIDO-L-ARABINOSYLTRANSFERASE,product,C16156
R07661  UDP-4-DEOXY-4-FORMAMIDO-L-ARABINOSE:UNDECAPRENYL-PHOSPHATE 4-DEOXY-4-FORMAMIDO-L-ARABINOSYLTRANSFERASE,product,C00015
R10002,substrate,C20239
R10002,product,C20248
R10002,product,C00014
"R10002  6-CARBOXY-5,6,7,8-TETRAHYDROPTERIN AMMONIA-LYASE",substrate,C20239
"R10002  6-CARBOXY-5,6,7,8-TETRAHYDROPTERIN AMMONIA-LYASE",product,C20248
"R10002  6-CARBOXY-5,6,7,8-TETRAHYDROPTERIN AMMONIA-LYASE",product,C00014
R04787,substrate,C05414
R04787,substrate,C00028
R04787,product,C05430
R04787,product,C00030
R04787  15-CIS-PHYTOENE:ACCEPTOR OXIDOREDUCTASE,substrate,C05414
R04787  15-CIS-PHYTOENE:ACCEPTOR OXIDOREDUCTASE,substrate,C00028
R04787  15-CIS-PHYTOENE:ACCEPTOR OXIDOREDUCTASE,product,C05430
R04787  15-CIS-PHYTOENE:ACCEPTOR OXIDOREDUCTASE,product,C00030
R04798,substrate,C05430
R04798,substrate,C00030
R04798,substrate,C00007
R04798,product,C05431
R04798,product,C00001
R04798,product,C00028
"R04798  ZETA-CAROTENE,HYDROGEN-DONOR:OXYGEN OXIDOREDUCTASE",substrate,C05430
"R04798  ZETA-CAROTENE,HYDROGEN-DONOR:OXYGEN OXIDOREDUCTASE",substrate,C00030
"R04798  ZETA-CAROTENE,HYDROGEN-DONOR:OXYGEN OXIDOREDUCTASE",substrate,C00007
"R04798  ZETA-CAROTENE,HYDROGEN-DONOR:OXYGEN OXIDOREDUCTASE",product,C05431
"R04798  ZETA-CAROTENE,HYDROGEN-DONOR:OXYGEN OXIDOREDUCTASE",product,C00001
"R04798  ZETA-CAROTENE,HYDROGEN-DONOR:OXYGEN OXIDOREDUCTASE",product,C00028
R04800,substrate,C05431
R04800,substrate,C00030
R04800,substrate,C00007
R04800,product,C05432
R04800,product,C00028
R04800,product,C00001
"R04800  NEUROSPORENE,HYDROGEN-DONOR:OXYGEN OXIDOREDUCTASE",substrate,C05431
"R04800  NEUROSPORENE,HYDROGEN-DONOR:OXYGEN OXIDOREDUCTASE",substrate,C00030
"R04800  NEUROSPORENE,HYDROGEN-DONOR:OXYGEN OXIDOREDUCTASE",substrate,C00007
"R04800  NEUROSPORENE,HYDROGEN-DONOR:OXYGEN OXIDOREDUCTASE",product,C05432
"R04800  NEUROSPORENE,HYDROGEN-DONOR:OXYGEN OXIDOREDUCTASE",product,C00028
"R04800  NEUROSPORENE,HYDROGEN-DONOR:OXYGEN OXIDOREDUCTASE",product,C00001
R09691,substrate,C05421
R09691,substrate,C00028
R09691,product,C05431
R09691,product,C00030
R09691  15-CIS-PHYTOENE:ACCEPTOR OXIDOREDUCTASE (NEUROSPORENE-FORMING),substrate,C05421
R09691  15-CIS-PHYTOENE:ACCEPTOR OXIDOREDUCTASE (NEUROSPORENE-FORMING),substrate,C00028
R09691  15-CIS-PHYTOENE:ACCEPTOR OXIDOREDUCTASE (NEUROSPORENE-FORMING),product,C05431
R09691  15-CIS-PHYTOENE:ACCEPTOR OXIDOREDUCTASE (NEUROSPORENE-FORMING),product,C00030
R09692,substrate,C05421
R09692,substrate,C00028
R09692,product,C05414
R09692,product,C00030
R09692  15-CIS-PHYTOENE:ACCEPTOR OXIDOREDUCTASE,substrate,C05421
R09692  15-CIS-PHYTOENE:ACCEPTOR OXIDOREDUCTASE,substrate,C00028
R09692  15-CIS-PHYTOENE:ACCEPTOR OXIDOREDUCTASE,product,C05414
R09692  15-CIS-PHYTOENE:ACCEPTOR OXIDOREDUCTASE,product,C00030
R07613,substrate,C00666
R07613,substrate,C00026
R07613,product,C03972
R07613,product,C00025
R07613,product,C00001
"R07613  LL-2,6-DIAMINOHEPTANEDIOATE:2-OXOGLUTARATE AMINOTRANSFERASE",substrate,C00666
"R07613  LL-2,6-DIAMINOHEPTANEDIOATE:2-OXOGLUTARATE AMINOTRANSFERASE",substrate,C00026
"R07613  LL-2,6-DIAMINOHEPTANEDIOATE:2-OXOGLUTARATE AMINOTRANSFERASE",product,C03972
"R07613  LL-2,6-DIAMINOHEPTANEDIOATE:2-OXOGLUTARATE AMINOTRANSFERASE",product,C00025
"R07613  LL-2,6-DIAMINOHEPTANEDIOATE:2-OXOGLUTARATE AMINOTRANSFERASE",product,C00001
R07656,substrate,C16147
R07656,product,C16148
R07836,substrate,C16281
R07836,substrate,C00007
R07836,substrate,C00005
R07836,substrate,C00080
R07836,product,C16283
R07836,product,C00006
R07836,product,C00001
R07837,substrate,C16283
R07837,substrate,C00005
R07837,substrate,C00080
R07837,substrate,C00007
R07837,product,C16285
R07837,product,C00006
R07837,product,C00001
R00008,substrate,C06033
R00008,product,C00022
R00008  4-HYDROXY-4-METHYL-2-OXOGLUTARATE PYRUVATE-LYASE (PYRUVATE-FORMING),substrate,C06033
R00008  4-HYDROXY-4-METHYL-2-OXOGLUTARATE PYRUVATE-LYASE (PYRUVATE-FORMING),product,C00022
R00350,substrate,C04115
R00350,product,C00036
R00350,product,C00022
R00350  4-CARBOXY-4-HYDROXY-2-OXOADIPATE OXALOACETATE-LYASE (PYRUVATE-FORMING),substrate,C04115
R00350  4-CARBOXY-4-HYDROXY-2-OXOADIPATE OXALOACETATE-LYASE (PYRUVATE-FORMING),product,C00036
R00350  4-CARBOXY-4-HYDROXY-2-OXOADIPATE OXALOACETATE-LYASE (PYRUVATE-FORMING),product,C00022
R04478,substrate,C04115
R04478,product,C04434
R04478,product,C00001
"R04478  2-HYDROXY-4-OXOBUTANE-1,2,4-TRICARBOXYLATE 2,3-HYDRO-LYASE",substrate,C04115
"R04478  2-HYDROXY-4-OXOBUTANE-1,2,4-TRICARBOXYLATE 2,3-HYDRO-LYASE",product,C04434
"R04478  2-HYDROXY-4-OXOBUTANE-1,2,4-TRICARBOXYLATE 2,3-HYDRO-LYASE",product,C00001
R01416,substrate,C00179
R01416,substrate,C00001
R01416,product,C00436
R01416,product,C00014
R01416  AGMATINE IMINOHYDROLASE,substrate,C00179
R01416  AGMATINE IMINOHYDROLASE,substrate,C00001
R01416  AGMATINE IMINOHYDROLASE,product,C00436
R01416  AGMATINE IMINOHYDROLASE,product,C00014
R08014,substrate,C16391
R08014,substrate,C00005
R08014,substrate,C00080
R08014,product,C16392
R08014,product,C00006
R08014,product,C00001
R08017,substrate,C16391
R08017,substrate,C00004
R08017,substrate,C00080
R08017,product,C16392
R08017,product,C00003
R08017,product,C00001
R08042,substrate,C16391
R08042,substrate,C00004
R08042,substrate,C00080
R08042,product,C16393
R08042,product,C00003
R08042,product,C00001
R10822,substrate,C00008
R10822,substrate,C00039(n)
R10822,substrate,C02128(m)
R10822,product,C00020
R10822,product,C00009
R10822,product,C00039(n
R10822,product,m)
R10822  (DEOXYRIBONUCLEOTIDE)N:5'-PHOSPHO-(DEOXYRIBONUCLEOTIDE)M LIGASE (ADP),substrate,C00008
R10822  (DEOXYRIBONUCLEOTIDE)N:5'-PHOSPHO-(DEOXYRIBONUCLEOTIDE)M LIGASE (ADP),substrate,C00039(n)
R10822  (DEOXYRIBONUCLEOTIDE)N:5'-PHOSPHO-(DEOXYRIBONUCLEOTIDE)M LIGASE (ADP),substrate,C02128(m)
R10822  (DEOXYRIBONUCLEOTIDE)N:5'-PHOSPHO-(DEOXYRIBONUCLEOTIDE)M LIGASE (ADP),product,C00020
R10822  (DEOXYRIBONUCLEOTIDE)N:5'-PHOSPHO-(DEOXYRIBONUCLEOTIDE)M LIGASE (ADP),product,C00009
R10822  (DEOXYRIBONUCLEOTIDE)N:5'-PHOSPHO-(DEOXYRIBONUCLEOTIDE)M LIGASE (ADP),product,C00039(n
R10822  (DEOXYRIBONUCLEOTIDE)N:5'-PHOSPHO-(DEOXYRIBONUCLEOTIDE)M LIGASE (ADP),product,m)
R10823,substrate,C00044
R10823,substrate,C00039(n)
R10823,substrate,C02128(m)
R10823,product,C00144
R10823,product,C00013
R10823,product,C00039(n
R10823,product,m)
R10823  (DEOXYRIBONUCLEOTIDE)N:5'-PHOSPHO-(DEOXYRIBONUCLEOTIDE)M LIGASE (GTP),substrate,C00044
R10823  (DEOXYRIBONUCLEOTIDE)N:5'-PHOSPHO-(DEOXYRIBONUCLEOTIDE)M LIGASE (GTP),substrate,C00039(n)
R10823  (DEOXYRIBONUCLEOTIDE)N:5'-PHOSPHO-(DEOXYRIBONUCLEOTIDE)M LIGASE (GTP),substrate,C02128(m)
R10823  (DEOXYRIBONUCLEOTIDE)N:5'-PHOSPHO-(DEOXYRIBONUCLEOTIDE)M LIGASE (GTP),product,C00144
R10823  (DEOXYRIBONUCLEOTIDE)N:5'-PHOSPHO-(DEOXYRIBONUCLEOTIDE)M LIGASE (GTP),product,C00013
R10823  (DEOXYRIBONUCLEOTIDE)N:5'-PHOSPHO-(DEOXYRIBONUCLEOTIDE)M LIGASE (GTP),product,C00039(n
R10823  (DEOXYRIBONUCLEOTIDE)N:5'-PHOSPHO-(DEOXYRIBONUCLEOTIDE)M LIGASE (GTP),product,m)
R01274,substrate,C00154
R01274,substrate,C00001
R01274,product,C00010
R01274,product,C00249
R01274  PALMITOYL-COA HYDROLASE,substrate,C00154
R01274  PALMITOYL-COA HYDROLASE,substrate,C00001
R01274  PALMITOYL-COA HYDROLASE,product,C00010
R01274  PALMITOYL-COA HYDROLASE,product,C00249
R08223,substrate,C06481
R08223,substrate,C00002
R08223,product,C16638
R08223,product,C00008
R08223  L-SERYL-TRNA(SEC) KINASE,substrate,C06481
R08223  L-SERYL-TRNA(SEC) KINASE,substrate,C00002
R08223  L-SERYL-TRNA(SEC) KINASE,product,C16638
R08223  L-SERYL-TRNA(SEC) KINASE,product,C00008
R05735,substrate,C00207
R05735,substrate,C00288
R05735,substrate,C00002
R05735,substrate,C00001
R05735,product,C00164
R05735,product,C00020
R05735,product,C00009
R05735  ACETONE:CARBON-DIOXIDE LIGASE (AMP-FORMING),substrate,C00207
R05735  ACETONE:CARBON-DIOXIDE LIGASE (AMP-FORMING),substrate,C00288
R05735  ACETONE:CARBON-DIOXIDE LIGASE (AMP-FORMING),substrate,C00002
R05735  ACETONE:CARBON-DIOXIDE LIGASE (AMP-FORMING),substrate,C00001
R05735  ACETONE:CARBON-DIOXIDE LIGASE (AMP-FORMING),product,C00164
R05735  ACETONE:CARBON-DIOXIDE LIGASE (AMP-FORMING),product,C00020
R05735  ACETONE:CARBON-DIOXIDE LIGASE (AMP-FORMING),product,C00009
R02063,substrate,C00353
R02063,substrate,C00080
R02063,substrate,C00005
R02063,product,C05427
R02063,product,C00006
R02063  GERANYLGERANYL REDUCTASE,substrate,C00353
R02063  GERANYLGERANYL REDUCTASE,substrate,C00080
R02063  GERANYLGERANYL REDUCTASE,substrate,C00005
R02063  GERANYLGERANYL REDUCTASE,product,C05427
R02063  GERANYLGERANYL REDUCTASE,product,C00006
R08754,substrate,C00353
R08754,substrate,C00005
R08754,substrate,C00080
R08754,product,C17439
R08754,product,C00006
R08754  DIHYDROGERANYLGERANYL-DIPHOSPHATE:NADP+ OXIDOREDUCTASE,substrate,C00353
R08754  DIHYDROGERANYLGERANYL-DIPHOSPHATE:NADP+ OXIDOREDUCTASE,substrate,C00005
R08754  DIHYDROGERANYLGERANYL-DIPHOSPHATE:NADP+ OXIDOREDUCTASE,substrate,C00080
R08754  DIHYDROGERANYLGERANYL-DIPHOSPHATE:NADP+ OXIDOREDUCTASE,product,C17439
R08754  DIHYDROGERANYLGERANYL-DIPHOSPHATE:NADP+ OXIDOREDUCTASE,product,C00006
R08755,substrate,C17439
R08755,substrate,C00005
R08755,substrate,C00080
R08755,product,C17440
R08755,product,C00006
R08755  TETRAHYDROGERANYLGERANYL-DIPHOSPHATE:NADP+ OXIDOREDUCTASE,substrate,C17439
R08755  TETRAHYDROGERANYLGERANYL-DIPHOSPHATE:NADP+ OXIDOREDUCTASE,substrate,C00005
R08755  TETRAHYDROGERANYLGERANYL-DIPHOSPHATE:NADP+ OXIDOREDUCTASE,substrate,C00080
R08755  TETRAHYDROGERANYLGERANYL-DIPHOSPHATE:NADP+ OXIDOREDUCTASE,product,C17440
R08755  TETRAHYDROGERANYLGERANYL-DIPHOSPHATE:NADP+ OXIDOREDUCTASE,product,C00006
R08756,substrate,C17440
R08756,substrate,C00005
R08756,substrate,C00080
R08756,product,C05427
R08756,product,C00006
R08756  PHYTYL-DIPHOSPHATE:NADP+ OXIDOREDUCTASE,substrate,C17440
R08756  PHYTYL-DIPHOSPHATE:NADP+ OXIDOREDUCTASE,substrate,C00005
R08756  PHYTYL-DIPHOSPHATE:NADP+ OXIDOREDUCTASE,substrate,C00080
R08756  PHYTYL-DIPHOSPHATE:NADP+ OXIDOREDUCTASE,product,C05427
R08756  PHYTYL-DIPHOSPHATE:NADP+ OXIDOREDUCTASE,product,C00006
R11226,substrate,C11242
R11226,substrate,C00006
R11226,product,C21217
R11226,product,C00005
R11226,product,C00080
R11226  BACTERIOCHLOROPHYLL A:NADP+ OXIDOREDUCTASE (GERANYLGERANYL-REDUCING),substrate,C11242
R11226  BACTERIOCHLOROPHYLL A:NADP+ OXIDOREDUCTASE (GERANYLGERANYL-REDUCING),substrate,C00006
R11226  BACTERIOCHLOROPHYLL A:NADP+ OXIDOREDUCTASE (GERANYLGERANYL-REDUCING),product,C21217
R11226  BACTERIOCHLOROPHYLL A:NADP+ OXIDOREDUCTASE (GERANYLGERANYL-REDUCING),product,C00005
R11226  BACTERIOCHLOROPHYLL A:NADP+ OXIDOREDUCTASE (GERANYLGERANYL-REDUCING),product,C00080
R11518,substrate,C21435
R11518,substrate,C00005
R11518,substrate,C00080
R11518,product,C11243
R11518,product,C00006
R11518  BACTERIOCHLOROPHYLL-B:NADP+ OXIDOREDUCTASE (GERANYLGERANYL-REDUCING),substrate,C21435
R11518  BACTERIOCHLOROPHYLL-B:NADP+ OXIDOREDUCTASE (GERANYLGERANYL-REDUCING),substrate,C00005
R11518  BACTERIOCHLOROPHYLL-B:NADP+ OXIDOREDUCTASE (GERANYLGERANYL-REDUCING),substrate,C00080
R11518  BACTERIOCHLOROPHYLL-B:NADP+ OXIDOREDUCTASE (GERANYLGERANYL-REDUCING),product,C11243
R11518  BACTERIOCHLOROPHYLL-B:NADP+ OXIDOREDUCTASE (GERANYLGERANYL-REDUCING),product,C00006
R01768,substrate,C00262
R01768,substrate,C00003
R01768,substrate,C00001
R01768,product,C00385
R01768,product,C00004
R01768,product,C00080
R01768  HYPOXANTHINE:NAD+ OXIDOREDUCTASE,substrate,C00262
R01768  HYPOXANTHINE:NAD+ OXIDOREDUCTASE,substrate,C00003
R01768  HYPOXANTHINE:NAD+ OXIDOREDUCTASE,substrate,C00001
R01768  HYPOXANTHINE:NAD+ OXIDOREDUCTASE,product,C00385
R01768  HYPOXANTHINE:NAD+ OXIDOREDUCTASE,product,C00004
R01768  HYPOXANTHINE:NAD+ OXIDOREDUCTASE,product,C00080
R02103,substrate,C00385
R02103,substrate,C00003
R02103,substrate,C00001
R02103,product,C00366
R02103,product,C00004
R02103,product,C00080
